"row_number","Host","Parasitoid","Temp","Rep","Individuals","HPD","Vial"
24763,"PSA","L",20,5,14,"H",875
24764,"PSA","L",20,5,15,"H",875
24765,"PSA","L",20,5,16,"H",875
24766,"PSA","L",20,5,17,"H",875
24767,"PSA","L",20,5,18,"H",875
24768,"PSA","L",20,5,19,"H",875
24769,"PSA","L",20,5,20,"H",875
24770,"PSA","L",20,5,21,"H",875
24771,"PSA","L",20,5,22,"H",875
24772,"PSA","L",20,5,23,"H",875
24773,"PSA","L",20,5,24,"H",875
24774,"PSA","L",20,5,25,"H",875
24775,"PSA","L",20,5,26,"H",875
24776,"PSA","L",20,5,27,"H",875
24777,"PSA","L",20,5,28,"H",875
24778,"PSA","L",20,5,29,"H",875
24779,"PSA","L",20,5,30,"H",875
24780,"PSA","L",20,5,31,"H",875
24781,"PSA","L",20,5,32,"H",875
24782,"PSA","L",20,5,33,"H",875
24783,"PSA","L",20,5,34,"H",875
24784,"PSA","L",20,5,35,"H",875
24785,"PSA","L",20,5,36,"H",875
24786,"PSA","L",20,5,37,"H",875
24787,"PSA","L",20,5,38,"H",875
24788,"PSA","L",20,5,39,"H",875
24789,"PSA","L",20,5,40,"H",875
24790,"PSA","L",20,5,41,"H",875
24791,"PSA","L",20,5,42,"H",875
24792,"PSA","L",20,5,43,"H",875
24793,"PSA","L",20,5,44,"H",875
24794,"PSA","L",20,5,45,"H",875
24795,"PSA","L",20,5,46,"D",875
24796,"PSA","L",20,5,47,"D",875
24797,"PSA","L",20,5,48,"D",875
24798,"PSA","L",20,5,49,"D",875
24799,"PSA","L",20,5,50,"D",875
24800,"PSA","L",20,6,1,"H",878
24801,"PSA","L",20,6,2,"H",878
24802,"PSA","L",20,6,3,"H",878
24803,"PSA","L",20,6,4,"H",878
24804,"PSA","L",20,6,5,"H",878
24805,"PSA","L",20,6,6,"H",878
24806,"PSA","L",20,6,7,"H",878
24807,"PSA","L",20,6,8,"H",878
24808,"PSA","L",20,6,9,"H",878
24809,"PSA","L",20,6,10,"H",878
24810,"PSA","L",20,6,11,"H",878
24811,"PSA","L",20,6,12,"H",878
24812,"PSA","L",20,6,13,"H",878
24813,"PSA","L",20,6,14,"H",878
24814,"PSA","L",20,6,15,"H",878
24815,"PSA","L",20,6,16,"H",878
24816,"PSA","L",20,6,17,"H",878
24817,"PSA","L",20,6,18,"H",878
24818,"PSA","L",20,6,19,"H",878
24819,"PSA","L",20,6,20,"H",878
24820,"PSA","L",20,6,21,"H",878
24821,"PSA","L",20,6,22,"H",878
24822,"PSA","L",20,6,23,"H",878
24823,"PSA","L",20,6,24,"H",878
24824,"PSA","L",20,6,25,"H",878
24825,"PSA","L",20,6,26,"H",878
24826,"PSA","L",20,6,27,"H",878
24827,"PSA","L",20,6,28,"H",878
24828,"PSA","L",20,6,29,"H",878
24829,"PSA","L",20,6,30,"H",878
24830,"PSA","L",20,6,31,"H",878
24831,"PSA","L",20,6,32,"H",878
24832,"PSA","L",20,6,33,"H",878
24833,"PSA","L",20,6,34,"H",878
24834,"PSA","L",20,6,35,"H",878
24835,"PSA","L",20,6,36,"H",878
24836,"PSA","L",20,6,37,"D",878
24837,"PSA","L",20,6,38,"D",878
24838,"PSA","L",20,6,39,"D",878
24839,"PSA","L",20,6,40,"D",878
24840,"PSA","L",20,6,41,"D",878
24841,"PSA","L",20,6,42,"D",878
24842,"PSA","L",20,6,43,"D",878
24843,"PSA","L",20,6,44,"D",878
24844,"PSA","L",20,6,45,"D",878
24845,"PSA","L",20,6,46,"D",878
24846,"PSA","L",20,6,47,"D",878
24847,"PSA","L",20,6,48,"D",878
24848,"PSA","L",20,6,49,"D",878
24849,"PSA","L",20,6,50,"D",878
24850,"PSA","L",20,7,1,"H",881
24851,"PSA","L",20,7,2,"H",881
24852,"PSA","L",20,7,3,"H",881
24853,"PSA","L",20,7,4,"H",881
24854,"PSA","L",20,7,5,"H",881
24855,"PSA","L",20,7,6,"H",881
24856,"PSA","L",20,7,7,"H",881
24857,"PSA","L",20,7,8,"H",881
24858,"PSA","L",20,7,9,"H",881
24859,"PSA","L",20,7,10,"H",881
24860,"PSA","L",20,7,11,"H",881
24861,"PSA","L",20,7,12,"H",881
24862,"PSA","L",20,7,13,"H",881
24863,"PSA","L",20,7,14,"H",881
24864,"PSA","L",20,7,15,"H",881
24865,"PSA","L",20,7,16,"H",881
24866,"PSA","L",20,7,17,"H",881
24867,"PSA","L",20,7,18,"H",881
24868,"PSA","L",20,7,19,"H",881
24869,"PSA","L",20,7,20,"H",881
24870,"PSA","L",20,7,21,"H",881
24871,"PSA","L",20,7,22,"H",881
24872,"PSA","L",20,7,23,"H",881
24873,"PSA","L",20,7,24,"H",881
24874,"PSA","L",20,7,25,"H",881
24875,"PSA","L",20,7,26,"H",881
24876,"PSA","L",20,7,27,"H",881
24877,"PSA","L",20,7,28,"H",881
24878,"PSA","L",20,7,29,"H",881
24879,"PSA","L",20,7,30,"H",881
24880,"PSA","L",20,7,31,"D",881
24881,"PSA","L",20,7,32,"D",881
24882,"PSA","L",20,7,33,"D",881
24883,"PSA","L",20,7,34,"D",881
24884,"PSA","L",20,7,35,"D",881
24885,"PSA","L",20,7,36,"D",881
24886,"PSA","L",20,7,37,"D",881
24887,"PSA","L",20,7,38,"D",881
24888,"PSA","L",20,7,39,"D",881
24889,"PSA","L",20,7,40,"D",881
24890,"PSA","L",20,7,41,"D",881
24891,"PSA","L",20,7,42,"D",881
24892,"PSA","L",20,7,43,"D",881
24893,"PSA","L",20,7,44,"D",881
24894,"PSA","L",20,7,45,"D",881
24895,"PSA","L",20,7,46,"D",881
24896,"PSA","L",20,7,47,"D",881
24897,"PSA","L",20,7,48,"D",881
24898,"PSA","L",20,7,49,"D",881
24899,"PSA","L",20,7,50,"D",881
24900,"PSA","L",20,8,1,"H",884
24901,"PSA","L",20,8,2,"H",884
24902,"PSA","L",20,8,3,"H",884
24903,"PSA","L",20,8,4,"H",884
24904,"PSA","L",20,8,5,"H",884
24905,"PSA","L",20,8,6,"H",884
24906,"PSA","L",20,8,7,"H",884
24907,"PSA","L",20,8,8,"H",884
24908,"PSA","L",20,8,9,"H",884
24909,"PSA","L",20,8,10,"H",884
24910,"PSA","L",20,8,11,"H",884
24911,"PSA","L",20,8,12,"H",884
24912,"PSA","L",20,8,13,"H",884
24913,"PSA","L",20,8,14,"H",884
24914,"PSA","L",20,8,15,"H",884
24915,"PSA","L",20,8,16,"H",884
24916,"PSA","L",20,8,17,"H",884
24917,"PSA","L",20,8,18,"H",884
24918,"PSA","L",20,8,19,"H",884
24919,"PSA","L",20,8,20,"H",884
24920,"PSA","L",20,8,21,"H",884
24921,"PSA","L",20,8,22,"H",884
24922,"PSA","L",20,8,23,"H",884
24923,"PSA","L",20,8,24,"H",884
24924,"PSA","L",20,8,25,"H",884
24925,"PSA","L",20,8,26,"H",884
24926,"PSA","L",20,8,27,"H",884
24927,"PSA","L",20,8,28,"H",884
24928,"PSA","L",20,8,29,"H",884
24929,"PSA","L",20,8,30,"H",884
24930,"PSA","L",20,8,31,"H",884
24931,"PSA","L",20,8,32,"H",884
24932,"PSA","L",20,8,33,"H",884
24933,"PSA","L",20,8,34,"H",884
24934,"PSA","L",20,8,35,"H",884
24935,"PSA","L",20,8,36,"H",884
24936,"PSA","L",20,8,37,"D",884
24937,"PSA","L",20,8,38,"D",884
24938,"PSA","L",20,8,39,"D",884
24939,"PSA","L",20,8,40,"D",884
24940,"PSA","L",20,8,41,"D",884
24941,"PSA","L",20,8,42,"D",884
24942,"PSA","L",20,8,43,"D",884
24943,"PSA","L",20,8,44,"D",884
24944,"PSA","L",20,8,45,"D",884
24945,"PSA","L",20,8,46,"D",884
24946,"PSA","L",20,8,47,"D",884
24947,"PSA","L",20,8,48,"D",884
24948,"PSA","L",20,8,49,"D",884
24949,"PSA","L",20,8,50,"D",884
24950,"PSA","L",20,9,1,"H",890
24951,"PSA","L",20,9,2,"H",890
24952,"PSA","L",20,9,3,"H",890
24953,"PSA","L",20,9,4,"H",890
24954,"PSA","L",20,9,5,"H",890
24955,"PSA","L",20,9,6,"H",890
24956,"PSA","L",20,9,7,"H",890
24957,"PSA","L",20,9,8,"H",890
24958,"PSA","L",20,9,9,"H",890
24959,"PSA","L",20,9,10,"H",890
24960,"PSA","L",20,9,11,"H",890
24961,"PSA","L",20,9,12,"H",890
24962,"PSA","L",20,9,13,"H",890
24963,"PSA","L",20,9,14,"H",890
24964,"PSA","L",20,9,15,"H",890
24965,"PSA","L",20,9,16,"H",890
24966,"PSA","L",20,9,17,"H",890
24967,"PSA","L",20,9,18,"H",890
24968,"PSA","L",20,9,19,"H",890
24969,"PSA","L",20,9,20,"H",890
24970,"PSA","L",20,9,21,"H",890
24971,"PSA","L",20,9,22,"H",890
24972,"PSA","L",20,9,23,"H",890
24973,"PSA","L",20,9,24,"H",890
24974,"PSA","L",20,9,25,"H",890
24975,"PSA","L",20,9,26,"H",890
24976,"PSA","L",20,9,27,"H",890
24977,"PSA","L",20,9,28,"H",890
24978,"PSA","L",20,9,29,"H",890
24979,"PSA","L",20,9,30,"H",890
24980,"PSA","L",20,9,31,"H",890
24981,"PSA","L",20,9,32,"H",890
24982,"PSA","L",20,9,33,"H",890
24983,"PSA","L",20,9,34,"H",890
24984,"PSA","L",20,9,35,"H",890
24985,"PSA","L",20,9,36,"D",890
24986,"PSA","L",20,9,37,"D",890
24987,"PSA","L",20,9,38,"D",890
24988,"PSA","L",20,9,39,"D",890
24989,"PSA","L",20,9,40,"D",890
24990,"PSA","L",20,9,41,"D",890
24991,"PSA","L",20,9,42,"D",890
24992,"PSA","L",20,9,43,"D",890
24993,"PSA","L",20,9,44,"D",890
24994,"PSA","L",20,9,45,"D",890
24995,"PSA","L",20,9,46,"D",890
24996,"PSA","L",20,9,47,"D",890
24997,"PSA","L",20,9,48,"D",890
24998,"PSA","L",20,9,49,"D",890
24999,"PSA","L",20,9,50,"D",890
25000,"PSA","L",20,10,1,"H",887
25001,"PSA","L",20,10,2,"H",887
25002,"PSA","L",20,10,3,"H",887
25003,"PSA","L",20,10,4,"H",887
25004,"PSA","L",20,10,5,"H",887
25005,"PSA","L",20,10,6,"H",887
25006,"PSA","L",20,10,7,"H",887
25007,"PSA","L",20,10,8,"H",887
25008,"PSA","L",20,10,9,"H",887
25009,"PSA","L",20,10,10,"H",887
25010,"PSA","L",20,10,11,"H",887
25011,"PSA","L",20,10,12,"H",887
25012,"PSA","L",20,10,13,"H",887
25013,"PSA","L",20,10,14,"H",887
25014,"PSA","L",20,10,15,"H",887
25015,"PSA","L",20,10,16,"H",887
25016,"PSA","L",20,10,17,"H",887
25017,"PSA","L",20,10,18,"H",887
25018,"PSA","L",20,10,19,"H",887
25019,"PSA","L",20,10,20,"H",887
25020,"PSA","L",20,10,21,"H",887
25021,"PSA","L",20,10,22,"H",887
25022,"PSA","L",20,10,23,"H",887
25023,"PSA","L",20,10,24,"H",887
25024,"PSA","L",20,10,25,"H",887
25025,"PSA","L",20,10,26,"H",887
25026,"PSA","L",20,10,27,"H",887
25027,"PSA","L",20,10,28,"H",887
25028,"PSA","L",20,10,29,"H",887
25029,"PSA","L",20,10,30,"H",887
25030,"PSA","L",20,10,31,"D",887
25031,"PSA","L",20,10,32,"D",887
25032,"PSA","L",20,10,33,"D",887
25033,"PSA","L",20,10,34,"D",887
25034,"PSA","L",20,10,35,"D",887
25035,"PSA","L",20,10,36,"D",887
25036,"PSA","L",20,10,37,"D",887
25037,"PSA","L",20,10,38,"D",887
25038,"PSA","L",20,10,39,"D",887
25039,"PSA","L",20,10,40,"D",887
25040,"PSA","L",20,10,41,"D",887
25041,"PSA","L",20,10,42,"D",887
25042,"PSA","L",20,10,43,"D",887
25043,"PSA","L",20,10,44,"D",887
25044,"PSA","L",20,10,45,"D",887
25045,"PSA","L",20,10,46,"D",887
25046,"PSA","L",20,10,47,"D",887
25047,"PSA","L",20,10,48,"D",887
25048,"PSA","L",20,10,49,"D",887
25049,"PSA","L",20,10,50,"D",887
25050,"PSA","L",24,1,1,"H",864
25051,"PSA","L",24,1,2,"H",864
25052,"PSA","L",24,1,3,"H",864
25053,"PSA","L",24,1,4,"H",864
25054,"PSA","L",24,1,5,"H",864
25055,"PSA","L",24,1,6,"H",864
25056,"PSA","L",24,1,7,"H",864
25057,"PSA","L",24,1,8,"H",864
25058,"PSA","L",24,1,9,"H",864
25059,"PSA","L",24,1,10,"H",864
25060,"PSA","L",24,1,11,"H",864
25061,"PSA","L",24,1,12,"H",864
25062,"PSA","L",24,1,13,"H",864
25063,"PSA","L",24,1,14,"H",864
25064,"PSA","L",24,1,15,"H",864
25065,"PSA","L",24,1,16,"H",864
25066,"PSA","L",24,1,17,"H",864
25067,"PSA","L",24,1,18,"H",864
25068,"PSA","L",24,1,19,"D",864
25069,"PSA","L",24,1,20,"D",864
25070,"PSA","L",24,1,21,"D",864
25071,"PSA","L",24,1,22,"D",864
25072,"PSA","L",24,1,23,"D",864
25073,"PSA","L",24,1,24,"D",864
25074,"PSA","L",24,1,25,"D",864
25075,"PSA","L",24,1,26,"D",864
25076,"PSA","L",24,1,27,"D",864
25077,"PSA","L",24,1,28,"D",864
25078,"PSA","L",24,1,29,"D",864
25079,"PSA","L",24,1,30,"D",864
25080,"PSA","L",24,1,31,"D",864
25081,"PSA","L",24,1,32,"D",864
25082,"PSA","L",24,1,33,"D",864
25083,"PSA","L",24,1,34,"D",864
25084,"PSA","L",24,1,35,"D",864
25085,"PSA","L",24,1,36,"D",864
25086,"PSA","L",24,1,37,"D",864
25087,"PSA","L",24,1,38,"D",864
25088,"PSA","L",24,1,39,"D",864
25089,"PSA","L",24,1,40,"D",864
25090,"PSA","L",24,1,41,"D",864
25091,"PSA","L",24,1,42,"D",864
25092,"PSA","L",24,1,43,"D",864
25093,"PSA","L",24,1,44,"D",864
25094,"PSA","L",24,1,45,"D",864
25095,"PSA","L",24,1,46,"D",864
25096,"PSA","L",24,1,47,"D",864
25097,"PSA","L",24,1,48,"D",864
25098,"PSA","L",24,1,49,"D",864
25099,"PSA","L",24,1,50,"D",864
25100,"PSA","L",24,2,1,"H",867
25101,"PSA","L",24,2,2,"H",867
25102,"PSA","L",24,2,3,"H",867
25103,"PSA","L",24,2,4,"H",867
25104,"PSA","L",24,2,5,"H",867
25105,"PSA","L",24,2,6,"H",867
25106,"PSA","L",24,2,7,"H",867
25107,"PSA","L",24,2,8,"H",867
25108,"PSA","L",24,2,9,"H",867
25109,"PSA","L",24,2,10,"H",867
25110,"PSA","L",24,2,11,"H",867
25111,"PSA","L",24,2,12,"H",867
25112,"PSA","L",24,2,13,"H",867
25113,"PSA","L",24,2,14,"H",867
25114,"PSA","L",24,2,15,"H",867
25115,"PSA","L",24,2,16,"H",867
25116,"PSA","L",24,2,17,"H",867
25117,"PSA","L",24,2,18,"H",867
25118,"PSA","L",24,2,19,"H",867
25119,"PSA","L",24,2,20,"H",867
25120,"PSA","L",24,2,21,"H",867
25121,"PSA","L",24,2,22,"H",867
25122,"PSA","L",24,2,23,"H",867
25123,"PSA","L",24,2,24,"H",867
25124,"PSA","L",24,2,25,"H",867
25125,"PSA","L",24,2,26,"H",867
49949,"PSA","L",24,2,27,"D",867
25126,"PSA","L",24,2,28,"D",867
25127,"PSA","L",24,2,29,"D",867
25128,"PSA","L",24,2,30,"D",867
25129,"PSA","L",24,2,31,"D",867
25130,"PSA","L",24,2,32,"D",867
25131,"PSA","L",24,2,33,"D",867
25132,"PSA","L",24,2,34,"D",867
25133,"PSA","L",24,2,35,"D",867
25134,"PSA","L",24,2,36,"D",867
25135,"PSA","L",24,2,37,"D",867
25136,"PSA","L",24,2,38,"D",867
25137,"PSA","L",24,2,39,"D",867
25138,"PSA","L",24,2,40,"D",867
25139,"PSA","L",24,2,41,"D",867
25140,"PSA","L",24,2,42,"D",867
25141,"PSA","L",24,2,43,"D",867
25142,"PSA","L",24,2,44,"D",867
25143,"PSA","L",24,2,45,"D",867
25144,"PSA","L",24,2,46,"D",867
25145,"PSA","L",24,2,47,"D",867
25146,"PSA","L",24,2,48,"D",867
25147,"PSA","L",24,2,49,"D",867
25148,"PSA","L",24,2,50,"D",867
25149,"PSA","L",24,3,1,"H",870
25150,"PSA","L",24,3,2,"H",870
25151,"PSA","L",24,3,3,"H",870
25152,"PSA","L",24,3,4,"H",870
25153,"PSA","L",24,3,5,"H",870
25154,"PSA","L",24,3,6,"H",870
25155,"PSA","L",24,3,7,"H",870
25156,"PSA","L",24,3,8,"H",870
25157,"PSA","L",24,3,9,"D",870
25158,"PSA","L",24,3,10,"D",870
25159,"PSA","L",24,3,11,"D",870
25160,"PSA","L",24,3,12,"D",870
25161,"PSA","L",24,3,13,"D",870
25162,"PSA","L",24,3,14,"D",870
25163,"PSA","L",24,3,15,"D",870
25164,"PSA","L",24,3,16,"D",870
25165,"PSA","L",24,3,17,"D",870
25166,"PSA","L",24,3,18,"D",870
25167,"PSA","L",24,3,19,"D",870
25168,"PSA","L",24,3,20,"D",870
25169,"PSA","L",24,3,21,"D",870
25170,"PSA","L",24,3,22,"D",870
25171,"PSA","L",24,3,23,"D",870
25172,"PSA","L",24,3,24,"D",870
25173,"PSA","L",24,3,25,"D",870
25174,"PSA","L",24,3,26,"D",870
25175,"PSA","L",24,3,27,"D",870
25176,"PSA","L",24,3,28,"D",870
25177,"PSA","L",24,3,29,"D",870
25178,"PSA","L",24,3,30,"D",870
25179,"PSA","L",24,3,31,"D",870
25180,"PSA","L",24,3,32,"D",870
25181,"PSA","L",24,3,33,"D",870
25182,"PSA","L",24,3,34,"D",870
25183,"PSA","L",24,3,35,"D",870
25184,"PSA","L",24,3,36,"D",870
25185,"PSA","L",24,3,37,"D",870
25186,"PSA","L",24,3,38,"D",870
25187,"PSA","L",24,3,39,"D",870
25188,"PSA","L",24,3,40,"D",870
25189,"PSA","L",24,3,41,"D",870
25190,"PSA","L",24,3,42,"D",870
25191,"PSA","L",24,3,43,"D",870
25192,"PSA","L",24,3,44,"D",870
25193,"PSA","L",24,3,45,"D",870
25194,"PSA","L",24,3,46,"D",870
25195,"PSA","L",24,3,47,"D",870
25196,"PSA","L",24,3,48,"D",870
25197,"PSA","L",24,3,49,"D",870
25198,"PSA","L",24,3,50,"D",870
25199,"PSA","L",24,4,1,"H",873
25200,"PSA","L",24,4,2,"H",873
25201,"PSA","L",24,4,3,"H",873
25202,"PSA","L",24,4,4,"H",873
25203,"PSA","L",24,4,5,"H",873
25204,"PSA","L",24,4,6,"H",873
25205,"PSA","L",24,4,7,"H",873
25206,"PSA","L",24,4,8,"H",873
25207,"PSA","L",24,4,9,"H",873
25208,"PSA","L",24,4,10,"H",873
25209,"PSA","L",24,4,11,"H",873
25210,"PSA","L",24,4,12,"H",873
25211,"PSA","L",24,4,13,"H",873
25212,"PSA","L",24,4,14,"H",873
25213,"PSA","L",24,4,15,"H",873
25214,"PSA","L",24,4,16,"H",873
25215,"PSA","L",24,4,17,"H",873
25216,"PSA","L",24,4,18,"H",873
25217,"PSA","L",24,4,19,"H",873
25218,"PSA","L",24,4,20,"H",873
25219,"PSA","L",24,4,21,"H",873
25220,"PSA","L",24,4,22,"H",873
25221,"PSA","L",24,4,23,"H",873
25222,"PSA","L",24,4,24,"H",873
25223,"PSA","L",24,4,25,"H",873
25224,"PSA","L",24,4,26,"H",873
25225,"PSA","L",24,4,27,"H",873
25226,"PSA","L",24,4,28,"H",873
25227,"PSA","L",24,4,29,"H",873
25228,"PSA","L",24,4,30,"H",873
25229,"PSA","L",24,4,31,"H",873
25230,"PSA","L",24,4,32,"H",873
25231,"PSA","L",24,4,33,"H",873
25232,"PSA","L",24,4,34,"H",873
25233,"PSA","L",24,4,35,"H",873
25234,"PSA","L",24,4,36,"H",873
25235,"PSA","L",24,4,37,"H",873
25236,"PSA","L",24,4,38,"H",873
25237,"PSA","L",24,4,39,"H",873
25238,"PSA","L",24,4,40,"H",873
25239,"PSA","L",24,4,41,"H",873
25240,"PSA","L",24,4,42,"H",873
25241,"PSA","L",24,4,43,"H",873
25242,"PSA","L",24,4,44,"H",873
25243,"PSA","L",24,4,45,"H",873
25244,"PSA","L",24,4,46,"D",873
25245,"PSA","L",24,4,47,"D",873
25246,"PSA","L",24,4,48,"D",873
25247,"PSA","L",24,4,49,"D",873
25248,"PSA","L",24,4,50,"D",873
25249,"PSA","L",24,5,1,"H",876
25250,"PSA","L",24,5,2,"H",876
25251,"PSA","L",24,5,3,"H",876
25252,"PSA","L",24,5,4,"H",876
25253,"PSA","L",24,5,5,"H",876
25254,"PSA","L",24,5,6,"H",876
25255,"PSA","L",24,5,7,"H",876
25256,"PSA","L",24,5,8,"H",876
25257,"PSA","L",24,5,9,"H",876
25258,"PSA","L",24,5,10,"H",876
25259,"PSA","L",24,5,11,"H",876
25260,"PSA","L",24,5,12,"H",876
25261,"PSA","L",24,5,13,"H",876
25262,"PSA","L",24,5,14,"H",876
25263,"PSA","L",24,5,15,"H",876
25264,"PSA","L",24,5,16,"H",876
25265,"PSA","L",24,5,17,"H",876
25266,"PSA","L",24,5,18,"H",876
25267,"PSA","L",24,5,19,"H",876
25268,"PSA","L",24,5,20,"H",876
25269,"PSA","L",24,5,21,"H",876
25270,"PSA","L",24,5,22,"H",876
25271,"PSA","L",24,5,23,"H",876
25272,"PSA","L",24,5,24,"H",876
25273,"PSA","L",24,5,25,"H",876
25274,"PSA","L",24,5,26,"H",876
25275,"PSA","L",24,5,27,"H",876
25276,"PSA","L",24,5,28,"H",876
25277,"PSA","L",24,5,29,"H",876
25278,"PSA","L",24,5,30,"H",876
25279,"PSA","L",24,5,31,"H",876
25280,"PSA","L",24,5,32,"H",876
25281,"PSA","L",24,5,33,"H",876
25282,"PSA","L",24,5,34,"H",876
25283,"PSA","L",24,5,35,"H",876
25284,"PSA","L",24,5,36,"H",876
25285,"PSA","L",24,5,37,"H",876
25286,"PSA","L",24,5,38,"D",876
25287,"PSA","L",24,5,39,"D",876
25288,"PSA","L",24,5,40,"D",876
25289,"PSA","L",24,5,41,"D",876
25290,"PSA","L",24,5,42,"D",876
25291,"PSA","L",24,5,43,"D",876
25292,"PSA","L",24,5,44,"D",876
25293,"PSA","L",24,5,45,"D",876
25294,"PSA","L",24,5,46,"D",876
25295,"PSA","L",24,5,47,"D",876
25296,"PSA","L",24,5,48,"D",876
25297,"PSA","L",24,5,49,"D",876
25298,"PSA","L",24,5,50,"D",876
25299,"PSA","L",24,6,1,"H",879
25300,"PSA","L",24,6,2,"H",879
25301,"PSA","L",24,6,3,"H",879
25302,"PSA","L",24,6,4,"H",879
25303,"PSA","L",24,6,5,"H",879
25304,"PSA","L",24,6,6,"H",879
25305,"PSA","L",24,6,7,"H",879
25306,"PSA","L",24,6,8,"H",879
25307,"PSA","L",24,6,9,"H",879
25308,"PSA","L",24,6,10,"H",879
25309,"PSA","L",24,6,11,"H",879
25310,"PSA","L",24,6,12,"H",879
25311,"PSA","L",24,6,13,"H",879
25312,"PSA","L",24,6,14,"H",879
25313,"PSA","L",24,6,15,"H",879
25314,"PSA","L",24,6,16,"H",879
25315,"PSA","L",24,6,17,"H",879
25316,"PSA","L",24,6,18,"H",879
25317,"PSA","L",24,6,19,"H",879
25318,"PSA","L",24,6,20,"H",879
25319,"PSA","L",24,6,21,"H",879
25320,"PSA","L",24,6,22,"H",879
25321,"PSA","L",24,6,23,"H",879
25322,"PSA","L",24,6,24,"H",879
25323,"PSA","L",24,6,25,"H",879
25324,"PSA","L",24,6,26,"H",879
25325,"PSA","L",24,6,27,"H",879
25326,"PSA","L",24,6,28,"H",879
25327,"PSA","L",24,6,29,"H",879
25328,"PSA","L",24,6,30,"H",879
25329,"PSA","L",24,6,31,"H",879
25330,"PSA","L",24,6,32,"H",879
25331,"PSA","L",24,6,33,"H",879
25332,"PSA","L",24,6,34,"H",879
25333,"PSA","L",24,6,35,"H",879
25334,"PSA","L",24,6,36,"H",879
25335,"PSA","L",24,6,37,"H",879
25336,"PSA","L",24,6,38,"D",879
25337,"PSA","L",24,6,39,"D",879
25338,"PSA","L",24,6,40,"D",879
25339,"PSA","L",24,6,41,"D",879
25340,"PSA","L",24,6,42,"D",879
25341,"PSA","L",24,6,43,"D",879
25342,"PSA","L",24,6,44,"D",879
25343,"PSA","L",24,6,45,"D",879
25344,"PSA","L",24,6,46,"D",879
25345,"PSA","L",24,6,47,"D",879
25346,"PSA","L",24,6,48,"D",879
25347,"PSA","L",24,6,49,"D",879
25348,"PSA","L",24,6,50,"D",879
25349,"PSA","L",24,7,1,"H",882
25350,"PSA","L",24,7,2,"H",882
25351,"PSA","L",24,7,3,"H",882
25352,"PSA","L",24,7,4,"H",882
25353,"PSA","L",24,7,5,"H",882
25354,"PSA","L",24,7,6,"H",882
25355,"PSA","L",24,7,7,"H",882
25356,"PSA","L",24,7,8,"H",882
25357,"PSA","L",24,7,9,"H",882
25358,"PSA","L",24,7,10,"H",882
25359,"PSA","L",24,7,11,"H",882
25360,"PSA","L",24,7,12,"H",882
25361,"PSA","L",24,7,13,"H",882
25362,"PSA","L",24,7,14,"H",882
25363,"PSA","L",24,7,15,"H",882
25364,"PSA","L",24,7,16,"H",882
25365,"PSA","L",24,7,17,"H",882
25366,"PSA","L",24,7,18,"H",882
25367,"PSA","L",24,7,19,"H",882
25368,"PSA","L",24,7,20,"H",882
25369,"PSA","L",24,7,21,"H",882
25370,"PSA","L",24,7,22,"H",882
25371,"PSA","L",24,7,23,"H",882
25372,"PSA","L",24,7,24,"H",882
25373,"PSA","L",24,7,25,"H",882
25374,"PSA","L",24,7,26,"H",882
25375,"PSA","L",24,7,27,"H",882
25376,"PSA","L",24,7,28,"H",882
25377,"PSA","L",24,7,29,"H",882
25378,"PSA","L",24,7,30,"H",882
25379,"PSA","L",24,7,31,"H",882
25380,"PSA","L",24,7,32,"H",882
25381,"PSA","L",24,7,33,"H",882
25382,"PSA","L",24,7,34,"H",882
25383,"PSA","L",24,7,35,"H",882
25384,"PSA","L",24,7,36,"H",882
25385,"PSA","L",24,7,37,"H",882
25386,"PSA","L",24,7,38,"H",882
25387,"PSA","L",24,7,39,"H",882
25388,"PSA","L",24,7,40,"H",882
25389,"PSA","L",24,7,41,"H",882
25390,"PSA","L",24,7,42,"H",882
25391,"PSA","L",24,7,43,"H",882
25392,"PSA","L",24,7,44,"H",882
25393,"PSA","L",24,7,45,"H",882
25394,"PSA","L",24,7,46,"H",882
25395,"PSA","L",24,7,47,"H",882
25396,"PSA","L",24,7,48,"H",882
25397,"PSA","L",24,7,49,"D",882
25398,"PSA","L",24,7,50,"D",882
25399,"PSA","L",24,8,1,"H",885
25400,"PSA","L",24,8,2,"H",885
25401,"PSA","L",24,8,3,"H",885
25402,"PSA","L",24,8,4,"H",885
25403,"PSA","L",24,8,5,"H",885
25404,"PSA","L",24,8,6,"H",885
25405,"PSA","L",24,8,7,"H",885
25406,"PSA","L",24,8,8,"H",885
25407,"PSA","L",24,8,9,"H",885
25408,"PSA","L",24,8,10,"H",885
25409,"PSA","L",24,8,11,"H",885
25410,"PSA","L",24,8,12,"H",885
25411,"PSA","L",24,8,13,"H",885
25412,"PSA","L",24,8,14,"H",885
25413,"PSA","L",24,8,15,"H",885
25414,"PSA","L",24,8,16,"H",885
25415,"PSA","L",24,8,17,"H",885
25416,"PSA","L",24,8,18,"H",885
25417,"PSA","L",24,8,19,"H",885
25418,"PSA","L",24,8,20,"H",885
25419,"PSA","L",24,8,21,"H",885
25420,"PSA","L",24,8,22,"H",885
25421,"PSA","L",24,8,23,"H",885
25422,"PSA","L",24,8,24,"H",885
25423,"PSA","L",24,8,25,"H",885
25424,"PSA","L",24,8,26,"H",885
25425,"PSA","L",24,8,27,"H",885
